"","LoanAmount","City","State","Zip","NAICSCode","BusinessType","RaceEthnicity","Gender","Veteran","NonProfit","JobsReported","DateApproved","Lender","CD"
"15900",2500,"PITTSBURGH","PA",15201,541990,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",1,"08/07/2020","KeyBank National Association","PA-18"
"15901",2500,"OAKMONT","PA",15139,561499,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",0,"04/30/2020","First National Bank of Pennsylvania","PA-17"
"15902",2500,"WEST MIFFLIN","PA",15122,561499,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",0,"04/30/2020","First National Bank of Pennsylvania","PA-18"
"15903",2500,"Pittsburgh","PA",15203,711510,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",NA,"05/12/2020","Citizens Bank, National Association","PA-18"
"15904",2500,"pittsburgh","PA",15237,812113,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",NA,"05/12/2020","Citizens Bank, National Association","PA-17"
"15905",2500,"Gibsonia","PA",15044,621111,"Independent Contractors","Unanswered","Unanswered","Unanswered","",NA,"05/12/2020","Citizens Bank, National Association","PA-17"
"15906",2500,"PITTSBURGH","PA",15220,541990,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",1,"05/12/2020","PNC Bank, National Association","PA-18"
"15907",2500,"Verona","PA",15147,561790,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",1,"08/08/2020","Newtek Small Business Finance, Inc.","PA-17"
"15908",2500,"Mars","PA",16046,238220,"Limited  Liability Company(LLC)","Unanswered","Male Owned","Unanswered","",1,"04/27/2020","Mars Bank","PA-16"
"15909",2500,"New Kensington","PA",15068,722513,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",2,"04/27/2020","Mars Bank","PA-14"
"15910",2500,"SOUTH PARK","PA",15129,561611,"Corporation","Unanswered","Unanswered","Unanswered","",3,"07/20/2020","Dollar Bank, A Federal Savings Bank","PA-18"
"15911",2500,"PITTSBURGH","PA",15215,541219,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",1,"04/14/2020","PNC Bank, National Association","PA-17"
"15912",2500,"PITTSBURGH","PA",15222,541922,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",1,"07/21/2020","Dollar Bank, A Federal Savings Bank","PA-18"
"15913",2500,"MC KEES ROCKS","PA",15136,621330,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",2,"05/03/2020","PNC Bank, National Association","PA-17"
"15914",2500,"PITTSBURGH","PA",15221,812112,"Corporation","Unanswered","Unanswered","Unanswered","",2,"05/03/2020","PNC Bank, National Association","PA-18"
"15915",2500,"PITTSBURGH","PA",15239,713940,"Corporation","Unanswered","Unanswered","Unanswered","",1,"05/03/2020","PNC Bank, National Association","PA-18"
"15916",2500,"BADEN","PA",15005,339992,"Sole Proprietorship","White","Male Owned","Non-Veteran","",2,"04/07/2020","The Huntington National Bank","PA-17"
"15917",2500,"PITTSBURGH","PA",15218,541618,"Limited  Liability Company(LLC)","Hispanic","Female Owned","Non-Veteran","",2,"04/08/2020","The Huntington National Bank","PA-18"
"15918",2500,"TARENTUM","PA",15084,447110,"Corporation","Unanswered","Unanswered","Unanswered","",1,"04/08/2020","First National Bank of Pennsylvania","PA-17"
"15919",2500,"WEXFORD","PA",15090,624190,"Non-Profit Organization","Unanswered","Unanswered","Unanswered","Y",1,"05/01/2020","SSB Bank","PA-17"
"15920",2500,"PITTSBURGH","PA",15226,236118,"Independent Contractors","Unanswered","Unanswered","Unanswered","",NA,"04/15/2020","NexTier Bank, National Association","PA-18"
"15921",2500,"GLENSHAW","PA",15116,541618,"Corporation","Unanswered","Unanswered","Unanswered","",NA,"04/28/2020","First Commonwealth Bank","PA-17"
"15922",2500,"PITTSBURGH","PA",15227,812990,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",0,"04/08/2020","First National Bank of Pennsylvania","PA-18"
"15923",2500,"BETHEL PARK","PA",15102,611620,"Corporation","Unanswered","Unanswered","Unanswered","",1,"04/15/2020","First National Bank of Pennsylvania","PA-18"
"15924",2500,"Pittsburgh","PA",15228,611710,"Sole Proprietorship","Unanswered","Male Owned","Non-Veteran","",3,"05/01/2020","Customers Bank","PA-17"
"15925",2500,"bridgeville","PA",15017,722320,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",NA,"05/19/2020","Citizens Bank, National Association","PA-18"
"15926",2500,"PITTSBURGH","PA",15213,611430,"Non-Profit Organization","Unanswered","Unanswered","Unanswered","Y",9,"04/28/2020","PNC Bank, National Association","PA-18"
"15927",2500,"PITTSBURGH","PA",15212,236118,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",1,"05/02/2020","Dollar Bank, A Federal Savings Bank","PA-18"
"15928",2500,"PITTSBURGH","PA",15222,424810,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",1,"04/15/2020","First National Bank of Pennsylvania","PA-18"
"15929",2500,"PITTSBURGH","PA",15243,623220,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",1,"07/08/2020","The Huntington National Bank","PA-17"
"15930",2490,"Pittsburgh","PA",15210,448190,"Self-Employed Individuals","Unanswered","Unanswered","Unanswered","",1,"07/14/2020","Cross River Bank","PA-18"
"15931",2482,"NORTH VERSAILLES","PA",15137,561720,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",1,"06/26/2020","The Huntington National Bank","PA-18"
"15932",2481,"Pittsburgh","PA",15221,541921,"Self-Employed Individuals","Unanswered","Unanswered","Unanswered","",1,"07/28/2020","Kabbage, Inc.","PA-18"
"15933",2467.2,"Elizabeth","PA",15037,541330,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",0,"05/14/2020","Celtic Bank Corporation","PA-18"
"15934",2466,"Pittsburgh","PA",15213,485310,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",1,"07/20/2020","Kabbage, Inc.","PA-18"
"15935",2465,"PITTSBURGH","PA",15237,541219,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",1,"04/29/2020","SSB Bank","PA-17"
"15936",2457.5,"Pittsburgh","PA",15221,485310,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",NA,"07/25/2020","Fundbox, Inc.","PA-18"
"15937",2440,"Bellevue","PA",15202,541110,"Self-Employed Individuals","Unanswered","Unanswered","Unanswered","",1,"08/03/2020","Kabbage, Inc.","PA-18"
"15938",2440,"Pittsburgh","PA",15220,485310,"Independent Contractors","Unanswered","Unanswered","Unanswered","",1,"06/26/2020","Kabbage, Inc.","PA-18"
"15939",2437,"MONROEVILLE","PA",15146,621112,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",0,"04/28/2020","First National Bank of Pennsylvania","PA-18"
"15940",2434,"Pittsburgh","PA",15237,722511,"Partnership","White","Unanswered","Unanswered","",2,"05/28/2020","Opportunity Fund Community Development","PA-17"
"15941",2432,"PITTSBURGH","PA",15212,541921,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",1,"04/13/2020","First National Bank of Pennsylvania","PA-18"
"15942",2429,"MC DONALD","PA",15057,213112,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",2,"05/11/2020","First National Bank of Pennsylvania","PA-18"
"15943",2427,"Pittsburgh","PA",15237,492110,"Independent Contractors","Unanswered","Unanswered","Unanswered","",1,"07/30/2020","Kabbage, Inc.","PA-17"
"15944",2420,"Penn Hills","PA",15235,812112,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",NA,"08/01/2020","Fundbox, Inc.","PA-17"
"15945",2419,"Pittsburgh","PA",15206,485310,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",1,"05/29/2020","Kabbage, Inc.","PA-18"
"15946",2412,"SEWICKLEY","PA",15143,561499,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",0,"04/30/2020","First National Bank of Pennsylvania","PA-17"
"15947",2410,"Pittsburgh","PA",15236,561720,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",1,"05/03/2020","WebBank","PA-18"
"15948",2400,"PITTSBURGH","PA",15205,445220,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",11,"05/04/2020","Dollar Bank, A Federal Savings Bank","PA-17"
"15949",2400,"PITTSBURGH","PA",15212,711130,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",NA,"04/16/2020","Citizens Bank, National Association","PA-18"
"15950",2400,"PITTSBURGH","PA",15206,561499,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",3,"04/29/2020","First National Bank of Pennsylvania","PA-18"
"15951",2400,"PITTSBURGH","PA",15237,611519,"Sole Proprietorship","Unanswered","Unanswered","Non-Veteran","",1,"04/29/2020","First Commonwealth Bank","PA-17"
"15952",2400,"PITTSBURGH","PA",15206,722511,"Limited  Liability Company(LLC)","Unanswered","Male Owned","Unanswered","",2,"05/28/2020","Dollar Bank, A Federal Savings Bank","PA-18"
"15953",2400,"Pittsburgh","PA",15206,812112,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",1,"04/30/2020","First Commonwealth Bank","PA-18"
"15954",2400,"GIBSONIA","PA",15044,561990,"Corporation","Unanswered","Unanswered","Unanswered","",1,"05/12/2020","PNC Bank, National Association","PA-17"
"15955",2400,"BRIDGEVILLE","PA",15017,NA,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",1,"05/03/2020","PNC Bank, National Association","PA-18"
"15956",2400,"BRADDOCK","PA",15104,624410,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",2,"06/03/2020","Dollar Bank, A Federal Savings Bank","PA-18"
"15957",2400,"SEWICKLEY","PA",15143,423940,"Sole Proprietorship","Unanswered","Male Owned","Unanswered","",1,"04/30/2020","First National Bank of Pennsylvania","PA-17"
"15958",2400,"CARNEGIE","PA",15106,561499,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",0,"04/08/2020","First National Bank of Pennsylvania","PA-17"
"15959",2400,"PITTSBURGH","PA",15238,722511,"Subchapter S Corporation","White","Male Owned","Non-Veteran","",1,"06/05/2020","Standard Bank, PaSB","PA-18"
"15960",2395,"PITTSBURGH","PA",15237,531390,"Corporation","Unanswered","Unanswered","Unanswered","",1,"06/22/2020","First National Bank of Pennsylvania","PA-17"
"15961",2395,"New Kensington","PA",15068,485310,"Independent Contractors","Unanswered","Unanswered","Unanswered","",1,"08/06/2020","Kabbage, Inc.","PA-14"
"15962",2389,"Mckees Rocks","PA",15136,424120,"Self-Employed Individuals","Unanswered","Unanswered","Unanswered","",2,"07/08/2020","Kabbage, Inc.","PA-17"
"15963",2370,"McKeesport","PA",15132,238160,"Self-Employed Individuals","Unanswered","Unanswered","Unanswered","",1,"06/15/2020","Cross River Bank","PA-18"
"15964",2367,"BETHEL PARK","PA",15102,238320,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",1,"04/30/2020","WesBanco Bank, Inc.","PA-18"
"15965",2353,"Pittsburgh","PA",15215,711211,"Independent Contractors","Unanswered","Unanswered","Unanswered","",1,"08/03/2020","Kabbage, Inc.","PA-17"
"15966",2352.38,"Pittsburgh","PA",15210,443142,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",3,"05/05/2020","Celtic Bank Corporation","PA-18"
"15967",2340,"Pittsburgh","PA",15208,485999,"Independent Contractors","Unanswered","Unanswered","Unanswered","",1,"07/23/2020","Kabbage, Inc.","PA-18"
"15968",2327,"PITTSBURGH","PA",15235,NA,"Independent Contractors","Unanswered","Unanswered","Unanswered","",NA,"05/03/2020","Cross River Bank","PA-17"
"15969",2322,"ASPINWALL","PA",15215,238210,"Partnership","Unanswered","Unanswered","Unanswered","",3,"04/30/2020","WebBank","PA-17"
"15970",2316.7,"PITTSBURGH","PA",15202,236118,"Limited  Liability Company(LLC)","Unanswered","Male Owned","Unanswered","",1,"05/26/2020","Clearview FCU","PA-18"
"15971",2309.76,"MC KEES ROCKS","PA",15136,999990,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",1,"05/03/2020","Cross River Bank","PA-17"
"15972",2300,"PITTSBURGH","PA",15238,541613,"Corporation","Unanswered","Unanswered","Unanswered","",1,"05/05/2020","Dollar Bank, A Federal Savings Bank","PA-18"
"15973",2300,"Pittsburgh","PA",15108,481111,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",NA,"06/23/2020","Citizens Bank, National Association","PA-17"
"15974",2300,"PITTSBURGH","PA",15217,334220,"Corporation","Unanswered","Male Owned","Non-Veteran","",NA,"04/16/2020","Citizens Bank, National Association","PA-18"
"15975",2300,"NORTH VERSAILLES","PA",15137,451140,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",1,"04/29/2020","First Commonwealth Bank","PA-18"
"15976",2300,"WEXFORD","PA",15090,531190,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",NA,"07/14/2020","Citizens Bank, National Association","PA-17"
"15977",2300,"PITTSBURGH","PA",15208,713940,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",1,"05/07/2020","Dollar Bank, A Federal Savings Bank","PA-18"
"15978",2300,"PITTSBURGH","PA",15222,561499,"Corporation","Unanswered","Unanswered","Unanswered","",0,"04/29/2020","First National Bank of Pennsylvania","PA-18"
"15979",2300,"PITTSBURGH","PA",15212,561499,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",0,"04/30/2020","First National Bank of Pennsylvania","PA-18"
"15980",2300,"Pittsburgh","PA",15216,541990,"Subchapter S Corporation","Unanswered","Unanswered","Unanswered","",3,"04/30/2020","First Commonwealth Bank","PA-17"
"15981",2300,"GLENSHAW","PA",15116,531210,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",1,"05/11/2020","Dollar Bank, A Federal Savings Bank","PA-17"
"15982",2300,"Homestead","PA",15120,813110,"Non-Profit Organization","Unanswered","Unanswered","Unanswered","Y",NA,"04/30/2020","Citizens Bank, National Association","PA-18"
"15983",2300,"PITTSBURGH","PA",15238,238990,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",2,"05/12/2020","Dollar Bank, A Federal Savings Bank","PA-18"
"15984",2300,"PITTSBURGH","PA",15221,561499,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",0,"04/30/2020","First National Bank of Pennsylvania","PA-18"
"15985",2300,"NATRONA HEIGHTS","PA",15065,812112,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",15,"04/27/2020","First Commonwealth Bank","PA-17"
"15986",2300,"Pittsburgh","PA",15238,812199,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",1,"05/03/2020","PNC Bank, National Association","PA-18"
"15987",2300,"McKeesport","PA",15132,813110,"Non-Profit Organization","Unanswered","Unanswered","Unanswered","Y",NA,"04/28/2020","Citizens Bank, National Association","PA-18"
"15988",2300,"Pittsburgh","PA",15206,NA,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",1,"05/03/2020","PNC Bank, National Association","PA-18"
"15989",2300,"EAST MC KEESPORT","PA",15035,812112,"Sole Proprietorship","White","Female Owned","Non-Veteran","",1,"04/15/2020","Standard Bank, PaSB","PA-18"
"15990",2291,"PITTSBURGH","PA",15209,561499,"Corporation","Unanswered","Unanswered","Unanswered","",1,"04/29/2020","First National Bank of Pennsylvania","PA-17"
"15991",2289,"Allison Park","PA",15101,485310,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",1,"07/20/2020","Kabbage, Inc.","PA-17"
"15992",2276,"Observatory","PA",15214,488490,"Independent Contractors","Unanswered","Unanswered","Unanswered","",1,"08/06/2020","Kabbage, Inc.","PA-18"
"15993",2261.67,"Monroeville","PA",15146,NA,"Self-Employed Individuals","Unanswered","Unanswered","Unanswered","",NA,"05/03/2020","Celtic Bank Corporation","PA-18"
"15994",2261,"Pittsburgh","PA",15213,561720,"Independent Contractors","Unanswered","Unanswered","Unanswered","",5,"06/18/2020","Kabbage, Inc.","PA-18"
"15995",2260,"Pittsburgh","PA",15237,711510,"Self-Employed Individuals","Unanswered","Unanswered","Unanswered","",1,"08/06/2020","Cross River Bank","PA-17"
"15996",2244,"pittsburgh","PA",15235,485310,"Independent Contractors","Unanswered","Unanswered","Unanswered","",1,"06/14/2020","Kabbage, Inc.","PA-17"
"15997",2244,"Mars","PA",16046,621111,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",0,"04/30/2020","Celtic Bank Corporation","PA-16"
"15998",2242,"MILLVALE","PA",15209,722410,"Corporation","Unanswered","Male Owned","Unanswered","",4,"04/29/2020","First National Bank of Pennsylvania","PA-17"
"15999",2241,"Pittsburgh","PA",15237,523930,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",1,"05/26/2020","Kabbage, Inc.","PA-17"
"16000",2241,"Pittsburgh","PA",15220,485310,"Independent Contractors","Unanswered","Unanswered","Unanswered","",1,"07/22/2020","Kabbage, Inc.","PA-18"
"16001",2237,"Pittsburgh","PA",15227,485310,"Independent Contractors","Unanswered","Unanswered","Unanswered","",1,"05/09/2020","Kabbage, Inc.","PA-18"
"16002",2231,"Mckeesport","PA",15135,236118,"Independent Contractors","Unanswered","Unanswered","Unanswered","",1,"06/25/2020","Kabbage, Inc.","PA-18"
"16003",2230,"PITTSBURGH","PA",15239,524210,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",1,"06/30/2020","Radius Bank","PA-18"
"16004",2222,"PITTSBURGH","PA",15234,561990,"Limited Liability Partnership","Unanswered","Unanswered","Unanswered","",0,"07/27/2020","Bank of America, National Association","PA-17"
"16005",2219,"Pittsburgh","PA",15226,485999,"Independent Contractors","Unanswered","Unanswered","Unanswered","",NA,"05/01/2020","Citizens Bank, National Association","PA-18"
"16006",2200,"SEWICKLEY","PA",15143,812990,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",1,"04/28/2020","Mid Penn Bank","PA-17"
"16007",2200,"CORAOPOLIS","PA",15108,812113,"Sole Proprietorship","Unanswered","Unanswered","Unanswered","",1,"08/05/2020","Mid Penn Bank","PA-17"
"16008",2200,"Baden","PA",15005,541611,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",NA,"04/30/2020","Citizens Bank, National Association","PA-17"
"16009",2200,"Monroeville","PA",15146,446199,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered","",NA,"05/12/2020","Citizens Bank, National Association","PA-18"
"16010",2200,"PITTSBURGH","PA",15227,711510,"Self-Employed Individuals","White","Male Owned","Non-Veteran","",1,"04/27/2020","Yorktown Bank","PA-18"
